MAC #,incipit,repository,ms number,Notes and alternate forms of incipit by a few letters
50,ዘገብረቶ፡ ሥዕለ፡ እግዝእትነ፡…. ዘእምርት፡ ገባሪታ፡ ተአምራት፡ ወመንክራት፡ ዘደብረ፡ ቀልሞን። ተብህለ፡ ከመ፡ ተምዐ፡ እግዚአብሔር፡ ላዕለ፡ አሐቲ፡ ሀገር፡ በእንተ፡ እከዮሙ፡ ወኀጢአቶሙ፡ ለሰብእ፡ እለ፡ ይነብሩ፡ ውስቴታ,EMML,6938,
51,ዘከመ፡ ተስእላ፡ ሠለስቱ፡ ደናግል፡ ዘከመ፡ ወለደት፡ አምላከ። ወእምዝ፡ መጽኣ፡ ኀቤሃ፡ ፫፡ ደናግል፡ እለ፡ ይትቀነያ፡ ላቲ፡ ወይቤላሃ፡ ኢትኅዝኒ፡ ኦእግዝእትየ፡ ማርያም፡ ነሕነሰ፡ ንመጽእ፡ ምስሌኪ,EMML,2058,
52,ወሀሎ፡ በመዋዕለ፡ ሢመቱ፡ ለአብ፡ ኤጲስ፡ ቆጶስ፡ አባ፡ ሚካኤል፡ ዘደብረ፡ ምጥማቅ፡ መጽኡ፡ ኀቤሁ፡ መነኮሳተ፡ ደብር፡ ሶበ፡ ቀርበ፡ በዐለ፡ ፋሲካ,EMML,6938,
53,ወሀሎ፡ ውስተ፡ ዝንቱ፡ ደብር፡ ቅዱስ፡ ደብረ፡ ምጥማቅ፡ ቤተ፡ ክርስቲያን፡ ዘሕንጽት፡ በስመ፡ እግዝእትነ፡…. ዔላ፡ ዘውእቱ፡ ምዕላደ፡ ማይ,EMML,6938,
54,ስምዑ፡ አበውየ፡ ወአኃውየ፡ ዘንተ፡ ነገረ፡ ዘኮነ፡ በእንተ፡ እግዝእትነ፡…. እመ፡ ምሕረት፡ ሰማዒት፡ ለዘሰአላ፡ ወመስተፍሥሒት፡ ለሕዙናን፡ በአማን፡ ተወካፊት፡ ለዘሰአላ፡ በጥቡዕ፡ ልብ፡ ወበጽኑዕ፡ ሃይማኖት። ወእንዘ፡ ሀሎኩ፡ አነ፡ ነዳይ፡ ዮሐንስ፡ እስቁፍ፡ ዘገዳመ፡ አስቄጥስ፡ በደብረ፡ ነጋድያን፡ አዘዘኒ፡ መምህር፡ ከመ፡ እትለአኮሙ፡ ለሕሙማን,EMML,6938,
54,ወሀለወት፡ ሥዕለ፡ እግዝእትነ፡ ማርያም፡ በደብረ፡ ነጋድያን፡ በቤተ፡ ሕሙማን፡ መንገለ፡ ምሥራቅ,EMML,5520,
55,ወሀለዉ፡ በገዳመ፡ አስቄጥስ፡ ብዙኃን፡ ሕሙማን፡ እምአበው፡ ቅዱሳን,EMML,6938,
56,ወአሐተ፡ ዕለተ፡ ወፅአ፡ መምህር፡ ዘአስቄጥስ፡ ገዳመ፡ ወርእየ፡ ብዙኀ፡ መናፍስት፡ ወአጋንንት፡ ዘአልቦ፡ ኍልቈ፡ ወደንገፀ፡ ወጐየ,EMML,6938,ወአሐተ፡ ዕለተ፡ ወፅአ፡ መምህር፡ ዘአስቄጥስ፡ ገዳመ፡ ወርእየ፡ ብዙኀ፡ መናፍስት፡ (ርኵሳን፡) ወአጋንንት፡ ዘአልቦ፡ ኍልቈ፡ ወደንገፀ፡ ወጐየ
57,ወሀለወት፡ ብእሲት፡ ነዳይት፡ ወሞተ፡ ምታ፡ ወኀደገ፡ አዋልደ፡ ለአሐቲ፡ ስማ፡ ማርያም፡ ወለካልእት፡ ስማ፡ ማርታ፡ ወለሣልሲት፡ ስማ፡ የዋሂት,EMML,6938,
58,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ፈራሂተ፡ እግዚአብሔር፡ ወመፍቀሪተ፡ ነዳያን፡ ወመፍቀሪተ፡ ጽድቅ፡ ወምጽዋት፡ ወሥርጉት፡ በኵሉ፡ ምግባረ፡ ሠናይ፡ በጾም፡ ወበጸሎት፡ ዘስማ፡ ማርታ,EMML,6938,
59,ወሀለወት፡ ሀገር፡ እምአህጉረ፡ ጽዒድ፡ ዘትሰመይ፡ በድርማን፡ ወይነብር፡ ውስቴታ፡ ብእሲ፡ ዘስሙ፡ አብርሃም፡ ወስመ፡ ብእሲቱ፡ ጌራ፡ አንስት,EMML,6938,
60,ወኮነ፡ በሀገረ፡ ጽዒድ፡ ፀብእ፡ ምስለ፡ ዐረብ፡ በበይናቲሆሙ። ወአሐቲ፡ እምአንስተ፡ ዐረብ፡ ነሥአት፡ ሥርጓ፡ ዘወርቅ፡ ወዘብሩር፡ ወአዕቀበቶሙ፡ ኀበ፡ ብእሲት፡ ክርስቲያናዊት,EMML,6938,
61,ወሀለዉ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ፪፡ አኃው፡ ፍቁራን፡ ወጽፉቀ፡ ይትፋቀሩ፡ በበይናቲሆሙ፡ ወየአምሩ፡ ግብረ፡ እድ፡ ወግብረ፡ እዶሙሰ፡ ጽሒፍ,EMML,6938,ወሀለዉ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ፪፡ አኃው፡ ፍቁራን፡ ወጽፉቀ፡ ይትፋቀሩ፡ በበይናቲሆሙ፡ ወየአምሩ፡ (ms: ወያእምሩ፡) ግብረ፡ እድ፡ ወግብረ፡ እዶሙሰ፡ ጽሒፍ
62,ወኮነ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ወሀገሩሰ፡ ዐቢይ፡ ይእቲ፡ ወሰብአ፡ ዚአሃ፡ ነገሥታቲሃ፡ ወጳጳሳቲሃ፡ ወኵሉ፡ ሕዝባ፡ እድ፡ ወአንስት፡ ያፈቅርዋ፡ ለእግዝእትነ,EMML,6938,
63,ወእንዘ፡ የሐንጹ፡ ቤተ፡ ክርስቲያን፡ በደብረ፡ ቍስቋም፡ በስመ፡ እግዝእትነ፡…. ሶበ፡ አዘዞ፡ ንጉሥ፡ መፍቀሬ፡ እግዚአብሔር,EMML,6938,
64,ተአምሪሃ፡ ለእግዝእትነ፡… እንተ፡ ገብረቶ፡ በላዕለ፡ መሠርይት፡ ጣውሉዳር፡ ወጣማር፡ መርዓታ፡ ለድምሳሴሆን፡ በጽንዐ፡ መዝራዕታ። ነገረ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘነገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ፡ ወልደ፡ ዲዮስቆሮስ፡ ወትቤ፡ ስማዕ፡ እንግርከ፡ ዘረከበነ፡ አመ፡ ናንሶሱ፡ ውስተ፡ ምድረ፡ ግብጽ,EMML,6938,ተአምሪሃ፡ ለእግዝእትነ፡… እንተ፡ ገብረቶ፡ በላዕለ፡ መሠርይት፡ ጣውሉዳር፡ ወጣማር፡ (ms: ጦማር፡) መርዓታ፡ ለድምሳሴሆን፡ በጽንዐ፡ መዝራዕታ። ነገረ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘነገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ፡ ወልደ፡ ዲዮስቆሮስ፡ ወትቤ፡ ስማዕ፡ እንግርከ፡ ዘረከበነ፡ አመ፡ ናንሶሱ፡ ውስተ፡ ምድረ፡ ግብጽ
65,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘይትጌበር፡ አዕጻዳተ፡ ወይን፡ በሀገር፡ ዘትሰመይ፡ መንፈሉጥ፡ ወኮነ፡ ዝንቱ፡ ብእሲ፡ ይነሥእ፡ ዓስቦ፡ እምቈጽለ፡ ገነት,EMML,6938,
66,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ቀሲስ፡ በደብረ፡ አባ፡ መቃርስ፡ ዘስሙ፡ ዮሐንስ፡ ወዘልፈ፡ ታስተርእዮ፡ እግዝእትነ,EMML,6938,
67,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ከሐዲ፡ ወየኀድር፡ ውስተ፡ ሀገረ፡ ቁስያ፡ ወባዕል፡ ጥቀ፡ በንዋይ፡ ወይጸልእ፡ ዘመደ፡ ክርስቲያን,EMML,6938,
68,ወሀሎ፡ አሐዱ፡ ብእሲ፡ መስተጋድል፡ ፈድፋደ፡ በከዊነ፡ ስምዕ፡ በእንተ፡ ስመ፡ እግዝእነ፡ ወአምላክነ፡ ወመድኃኒነ፡ ኢየሱስ፡ ክርስቶስ፡ ዘስሙ፡ ጊዮርጊስ፡ ሐዲስ,EMML,6938,
69,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ማርቆስ፡ ዘነግሠ፡ በሮምያ፡ እምድኅረ፡ ሞተ፡ አቡሁ፡ ንጉሥ፡ ዘስሙ፡ ገብረ፡ ኢየሱስ,EMML,6938,
70,ወሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ ዘስሙ፡ ዲዮናስዮስ፡ በሀገረ፡ ሮምያ፡ ወሶበ፡ ኃጥእዎ፡ ሕዝብ፡ ለብፁዕ፡ ማርቆስ፡ ውስተ፡ ቤተ፡ መንግሥቱ፡ ሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት,EMML,6938,
71,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ መስፍያኖስ፡ ንጉሠ፡ ሮምያ፡ ወስመ፡ ብእሲቱ፡ ስፍንግያ፡ እስመ፡ መካን፡ ይእቲ,EMML,6938,
72,ወሀሎ፡ አሐዱ፡ ብእሲ፡ አሞራዊ፡ ዘሀገረ፡ ቀራይስ፡ ወአረማዊ፡ ውእቱ፡ ወኢየአምር፡ ለእግዚአብሔር,EMML,6938,
73,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዕቡይ፡ ዘአንበረ፡ ውስተ፡ ሰማይ፡ አፉሁ፡ ወአንሶሰወ፡ ውስተ፡ ምድር፡ ልሳኑ,EMML,6938,
74,ኦኵልክሙ፡ ማኅበረ፡ ክርስቲያን፡ ክሥቱ፡ አእዛነ፡ አልባቢክሙ፡ ለሰሚዐ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ወሰሚዐክሙ፡ ከመ፡ አድኃነቶሙ፡ ለኃጥኣን፡ እምስሕተቶሙ፡ በትንብልናሃ፡ በልዋ፡ ኦድንግል፡ አፍጥኒ,EMML,6938,
75,ተአምር፡ ወውዳሴ፡ ክቡር፡ ዘገብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ላዕለ፡ እሙ፡ ድንግል። ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ጢባርዮስ፡ ንጉሠ፡ ሮሜ፡ ዘበመዋዕሊሁ፡ ተሰቅለ፡ እግዚእነ,EMML,6938,
76,ወኮነ፡ ሶበ፡ ሖረ፡ ዮሐንስ፡ ኀበ፡ ጢባርዮስ፡ ንጉሠ፡ ሀገረ፡ ሮሜ፡ በከመ፡ ይቤሎ፡ እግዚእነ,EMML,6938,
77,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ጴጥሮስ፡ በዋርስ፡ ወሐነጸ፡ ቤተ፡ ክርስቲያነ፡ በስመ፡ እግዝእትነ፡ ማርያም። ወነበረ፡ ያስተበቍዕ፡ ኀቤሃ፡ ከመ፡ ትስአል፡ ሎቱ፡ ኀበ፡ ወልዳ፡ ያርኢዮ፡ ምስጢረ፡ ሥላሴሁ,EMML,6938,
78,ወሀሎ፡ አሐዱ፡ ብእሲ፡ አረማዊ፡ ዘስሙ፡ ርውኅ፡ ወአመ፡ ሜጦ፡ እግዚአብሔር፡ ኀበ፡ አሚነ፡ ሥላሴ፡ በጸሎታ፡ ለእግዝእትነ፡ ማርያም፡ ተሰምየ፡ እንጦንስሃ፡ ሐዲሰ,EMML,6938,
79,ተአምር፡ ዘተከሥተት፡ በእደ፡ አቡነ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ማቴዎስ። ወሀሎ፡ ቀሲስ፡ እምሰብአ፡ መላዊ፡ ዘስሙ፡ ማርቆስ፡ ወቦቱ፡ ብእሲት፡ ወመጽአ፡ ላዕሌሃ፡ ለምጽ፡ ዲበ፡ ሕንብርታ,EMML,6938,
80,ወበዓመት፡ ፲፻ወ፩፻፡ ፲ወ፪፡ ለሰማዕታት፡ በጽሑ፡ መነኮሳት፡ እምደብረ፡ አቡነ፡ እንጦንዮስ፡ ከመ፡ ይግበሩ፡ ሰሙነ፡ ሕማማት፡ በደብረ፡ ቍስቋም,EMML,6938,
81,ወበዐመት፡ ፲፻፴፡ ወ፰፡ ሖረ፡ ኀበ፡ አቡነ፡ ቆሞስ፡ ዮሐንስ፡ አበ፡ ምኔት፡ ዘደብረ፡ አቡነ፡ እንጦንዮስ፡ ወእሙር፡ ውእቱ፡ በቅድስና፡ ወበንጽሕ,EMML,6938,
82,ወሀሎ፡ በሀገር፡ ዘትሰመይ፡ እልክሱስ፡ ብእሲ፡ ቀሲስ፡ ዘስሙ፡ ከጢር፡ ወአረጋዊ፡ ብእሲሁ፡ ወይነብር፡ ውስተ፡ ቤተ፡ ክርስቲያነ፡ እግዝእትነ፡…. ወይሴሰይ፡ እምምጽዋተ፡ ሰብእ,EMML,6938,ወሀሎ፡ በሀገር፡ ዘትሰመይ፡ እልክሱስ፡ ብእሲ፡ ቀሲስ፡ ዘስሙ፡ ከጢር፡ (ms: ክጢር፡) ወአረጋዊ፡ ብእሲሁ፡ ወይነብር፡ ውስተ፡ ቤተ፡ ክርስቲያነ፡ እግዝእትነ፡…. ወይሴሰይ፡ እምምጽዋተ፡ ሰብእ
83,ወሀለዉ፡ ፪፡ አኃው፡ ውስተ፡ ሀገር፡ ዘትሰመይ፡ ደልጋ፡ የአልሉ፡ አልባሰ፡ በቀለመ፡ ኒል፡ ወአሐዱ፡ እምኔሆሙ፡ ቀሲስ፡ ዘስሙ፡ ታግ,EMML,6938,
84,ይቤ፡ ዮሐንስ፡ አፈ፡ ወርቅ፡ እንዘ፡ ይዜኑ፡ ዘከመ፡ ኃውጸቶ፡ እግዝእትነ፡ ማርያም፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ለዮሐንስ፡ መጥምቅ፡ እንዘ፡ ሀሎ፡ ገዳመ,EMML,6938,
85,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ፒፋሞን፡ በሀገረ፡ አውሴም፡ ክቡረ፡ ዘመድ፡ ወአቡሁ፡ መኰንነ፡ ሀገር,EMML,6938,
86,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ስንሑት፡ ዘስሙ፡ ዮሐንስ፡ እምንእሱ፡ ዘአሥመሮ፡ ለእግዚአብሔር፡ በሠናይ፡ ገድል,EMML,6938,
87,ወኮነ፡ ሶበ፡ ጥዕመት፡ ሞተ፡ እግዝእትነ፡ ማርያም፡ አመ፡ ፳ወ፩፡ ለጥር፡ ተማከሩ፡ አይሁድ፡ እንዝ፡ ይብሉ፡ ሚንገብር፡ ሐዘነ፡ ሞት፡ ወረደ፡ ላዕሌነ፡ በእንተ፡ ኢየሱስ,EMML,6938,
88,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ኢየሩሳሌም፡ እምመስፍንተ፡ ሮሜ፡ ወመጽአ፡ ከመ፡ ይጸሊ፡ ኀበ፡ መቃብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ,EMML,6938,
89,ወኮነ፡ ሶበ፡ አንገሦ፡ እግዚአብሔር፡ ለንጉሥ፡ ዘይኑን፡ ዲበ፡ ሀገረ፡ ሮሜ፡ ወቍስጥንጥንያ፡ ወአድያመ፡ ግብጽ፡ ወተዘከረ፡ በልቡ፡ ወይቤ,EMML,6938,
90,ወኮነ፡ በአሐቲ፡ ዕለት፡ እንዘ፡ የዐውድ፡ ካህን፡ ወእንዘ፡ የዐጥን፡ ቤተ፡ ክርስቲያነ፡ ወበጽሐ፡ ኀበ፡ ሀለወ፡ ሥዕለ፡ እግዝእትነ,EMML,6938,
91,ወኮነ፡ ሶበ፡ ኀደረት፡ እግዝእትነ፡ ማርያም፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ውስተ፡ ደብረ፡ ምጥማቅ፡ ምስለ፡ ዮሴፍ፡ ወሰሎሜ፡ ወባረኮ፡ እግዚአብሔር፡ ለውእቱ፡ መካን,EMML,6938,
92,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ፈራሄ፡ እግዚአብሔር፡ ዘስሙ፡ ሚካኤል፡ ወያፈቅራ፡ ለእግዝእትነ፡ ማርያም፡ እምንእሱ፡ ወጸሓፊ፡ ውእቱ,EMML,6938,
93,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ተንባላታይ፡ እምዘመደ፡ ተንባላት፡ በሀገረ፡ ምስር፡ በጎረ፡ ቤተ፡ ክርስቲያን፡ ዘቅዱስ፡ ማርቆስ፡ ወቤተ፡ ክርስቲያን፡ ዘቅዱስ፡ አባ፡ ሲኖዳ,EMML,7543,
94,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ባሕታዊ፡ በኢየሩሳሌም፡ እምመነኮሳት፡ ቀደምት፡ ወይትቀነይ፡ ለእግዚአብሔር፡ በጾም፡ ወበጸሎት,EMML,6938,
95,ወሀለዉ፡ ፪፡ መነኮሳት፡ ስሙ፡ ለአሐዱ፡ አብርሃም፡ ወስሙ፡ ለአሐዱ፡ ይስሐቅ፡ ወፈቀዱ፡ ይሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘእለ፡ እስክንድርያ,EMML,6938,
96,ተአምር፡ ዘከሠተት፡ እመ፡ መለኮት፡ በውስተ፡ ደብረ፡ አባ፡ ሲኖዳ፡ አበ፡ መነኮሳት፡ ዓምደ፡ ግብጽ፡ ላዕላይ። ወሀሎ፡ አሐዱ፡ መነኮስ፡ እምደቂቁ፡ ዘያዓቅብ፡ አትክልተ፡ በቍላት፡ ዘአኃው,EMML,6938,
97,ወሀለዉ፡ ፪፡ ፍቁራን፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ወአሐዱ፡ እምኔሆሙ፡ ይመልክ፡ ይእተ፡ ቤተ፡ ክርስቲያን,EMML,6938,
98,ጸጋ፡ ወኃይል፡ ዘገብረት፡ እግዝእትነ፡…. በደወለ፡ ምስር፡ ዘምኵናነ፡ ግብጽ። ወሀለዉ፡ ዕደው፡ ዝሁራነ፡ ልብ፡ ወዕቡያነ፡ ዐይን፡ ወፈቀዱ፡ ያሥዕሉ፡ ሎሙ፡ ሥዕለ፡ እግዝእትነ,EMML,6938,
99,ስምዑ፡ አበዊነ፡ ወአኃዊነ፡ ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በብሔረ፡ ፋርስ። ወገብአት፡ ብሔረ፡ አፍርንጊ፡ ወረከበት፡ ፩፡ ብእሴ፡ ዘእብን፡ እግሩ,EMML,6938,ስምዑ፡ አበዊነ፡ ወአኃዊነ፡ ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በብሔረ፡ ፋርስ። ወገብአት፡ ብሔረ፡ አፍርንጊ፡ ወረከበት፡ ፩፡ ብእሴ፡ (ms: ብእሲ፡) ዘእብን፡ እግሩ
100,ወኮነ፡ እንከ፡ እምድኅረ፡ ወለደቶ፡ ለፍቁር፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ፡ እንዘ፡ ሀለወት፡ ምድረ፡ ቤተ፡ ልሔም፡ ወአዘዘ፡ ሄሮድስ፡ ንጉሥ፡ ከመ፡ ይቅትሉ፡ ኵሎ፡ ተባዕተ፡ ሕፃናተ,EMML,7543,
101,ወእምድኅረ፡ አዕረፈት፡ እግዝእትነ፡ ማርያም፡ መጽአ፡ ካልእ፡ ፋያታይ፡ ኀበ፡ ውእቱ፡ ማይ፡ ዘነቅዓ፡ እምታሕተ፡ እግራ፡ ለማርያም፡ ውዒሎ፡ ኀበ፡ ቀቲለ፡ ነፍስ,EMML,2058,
102,ስምዑ፡ ማኅበረ፡ ቤተ፡ ክርስቲያን፡ እለ፡ መጻእክሙ፡ ከመ፡ ትስምዑ፡ ጣዕመ፡ ተአምሪሃ፡ ለድንግል። ወእምድኅረ፡ ልደታ፡ በ፫፡ ዓመት፡ አብእዋ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ወበህየ፡ ነበረት፡ ፲ወ፪፡ ዓመት,EMML,7543,
103,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ቅዱስ፡ ዘስሙ፡ ዘካርያስ። ወበ፩፡ ዕለት፡ መጽአ፡ ኀቤሁ፡ ኤጲስ፡ ቆጶስ፡ መርቆሬዎስ፡ ኵሉ፡ ሥጋሁ፡ ዘኮነ፡ ለምፀ,EMML,7543,
103,ወሀሎ፡ ፩፡ ኤጲስ፡ ቆጶስ፡ ዘስሙ፡ መርቆሬዎስ፡ ዘኮነ፡ ለምጸ፡ ኵሎ፡ ሥጋሁ፡ ወአሐተ፡ ዕለተ፡ ሖረ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘስሙ፡ ዘካርያስ,EMML,5520,
104,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እስክንድርያ፡ ዘስሙ፡ ቆዝሞስ፡ ውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቈ፡ ሊቃነ፡ ጳጳሳት፡ ፶ወ፬። ወለዝንቱ፡ ቅዱስ፡ በጽሐ፡ ላዕሌሁ፡ ኀዘን፡ ብዙኅ,EMML,7543,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እስክንድርያ፡ ዘስሙ፡ ቆዝሞስ፡ ውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቈ፡ ሊቃነ፡ (ms: ሊቀ፡) ጳጳሳት፡ ፶ወ፬። ወለዝንቱ፡ ቅዱስ፡ በጽሐ፡ ላዕሌሁ፡ ኀዘን፡ ብዙኅ
105,ወሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እለ፡ እስክንድርያ፡ ዘስሙ፡ ገብረ፡ ክርስቶስ። ወውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቆሙ፡ ለአበው፡ ሊቃነ፡ ጳጳሳት፡ ፷ወ፯። ወኮነ፡ በመዋዕሊሁ፡ ለዝንቱ፡ አብ፡ ተአምራት፡ ወመንክራት፡ ብዙኃት። ወናሁ፡ ውእቱ፡ ሰምዐ፡ በእንተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ወተሐንጸት፡ በስማ፡ ለእግዝእትነ፡…. በብሔረ፡ እንዱልስ፡ ከመ፡ ሀለወት፡ ዕፀ፡ ዘይት፡ ይብስት፡ ኀበ፡ አንቀጸ፡ ይእቲ፡ ቤተ፡ ክርስቲያን,EMML,3872,
106,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ባዕል፡ ጥቀ፡ ወይገብር፡ ተዝካራ፡ ለእግዝእትነ፡…. ወይትቄረብ፡ ቍርባነ፡ በበዓላ፡ ለእግዝእትነ፡…. ወአልቦ፡ ካልዕ፡ ምግባረ፡ ሠናይ፡ ወኢበውሂበ፡ ምጽዋት፡ ወኢበኂሩት፡ ወኢምንተኒ፡ ምግባረ፡ ሠናይ,EMML,7543,
107,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ግብጻዊት፡ ዘስማ፡ ማርያም። ዛቲ፡ ቅድስት፡ ኮነት፡ እምሀገረ፡ እለ፡ እስክንድርያ፡ ወኮኑ፡ አበዊሁ፡ ክርስቲያነ,EMML,3872,
107,ስምዑ፡ ኦአኃውየ፡ ማኅበረ፡ ክርስቲያን፡ እለ፡ ጸውዓክሙ፡ ንፍሐተ፡ ቀርን፡ ዘፍቅራ፡ ለእግዝእትነ,EMML,2573,Note three relatively recent manuscripts present only the final exhortation as a miracle: 2573(55a); 2620(76b); 3059(41a):
108,ወሀሎ፡ አሐዱ፡ አብ፡ ቅዱስ፡ አባ፡ አብርሃም፡ ሶርያዊ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እለ፡ ስክንድርያ፡ ወውእቱ፡ እምኍልቆሙ፡ ለአበው፡ ሊቃነ፡ ጳጳሳት፡ ፷ወ፪። ዝንቱ፡ አብ፡ ኮነ፡ እምነ፡ ክርስቲያን፡ ዘብሔረ፡ ምሥራቅ፡ ወኮነ፡ ነጋዴ,EMML,3872,ወሀሎ፡ አሐዱ፡ አብ፡ ቅዱስ፡ አባ፡ አብርሃም፡ ሶርያዊ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እለ፡ [እ]ስክንድርያ፡ ወውእቱ፡ እምኍልቆሙ፡ ለአበው፡ ሊቃነ፡ ጳጳሳት፡ ፷ወ፪። ዝንቱ፡ አብ፡ ኮነ፡ እምነ፡ ክርስቲያን፡ ዘብሔረ፡ ምሥራቅ፡ ወኮነ፡ ነጋዴ
109,ወሀለወት፡ አሐቲ፡ ብእሲት፡ እምዐባይተ፡ ሀገረ፡ ቂሳርያ፡ ወኮነ፡ አቡሃ፡ ባዕለ፡ በሕቁ፡ በወርቅ፡ ወበብሩር፡ ወበንዋየ፡ ዝንቱ፡ ዓለም፡ ኃላፊት,EMML,5520,
110,ወኮነ፡ በመዋዕለ፡ ንጉሥ፡ ኄር፡ መፍቀሬ፡ እግዚአብሔር፡ አርቃድዮስ፡ ወበመዋዕሊሁ፡ ለአብ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ዮሐንስ፡ ዘሀገረ፡ ዐባይ፡ ቍስጥንጥንያ,EMML,3872,
111,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ምስለ፡ ሐማታ፡ በደወለ፡ ቃሕራ፡ ወቤታኒ፡ በጽንፈ፡ ባሕር፡ ወመዋግዲሁ፡ ይበጽሕ፡ ውስተ፡ አረፍታ,EMML,3872,
112,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ በስመ፡ እግዝእትነ፡…. በሀገረ፡ ሐርተልሮም፡ ወሥዕል፡ ዘሀሎ፡ ውስተ፡ ይእቲ፡ ቤተ፡ ክርስቲያን፡ ሥዕለ፡ እግዝእትነ፡…. ወሰመይዋ፡ ስማ፡ ረዳኢት,EMML,3872,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ በስመ፡ እግዝእትነ፡…. በሀገረ፡ ሐርተልሮም፡ (ms: ሀልተርሎም፡) ወሥዕል፡ ዘሀሎ፡ ውስተ፡ ይእቲ፡ ቤተ፡ ክርስቲያን፡ ሥዕለ፡ እግዝእትነ፡…. ወሰመይዋ፡ ስማ፡ ረዳኢት
113,ወሀለወት፡ አሐቲ፡ ድንግል፡ ምስለ፡ እማ፡ ወመጽአ፡ አሐዱ፡ ወሬዛ፡ ወአማሰነ፡ ድንግልናሃ። ወእምዝ፡ መጽኡ፡ ብዙኃን፡ ወራዙት፡ ወረኰሰት፡ ምስሌሆሙ,EMML,3872,
114,ወእምድኅረ፡ ዕርገቱ፡ ለእግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ መጽአ፡ ካልእ፡ ፈያታይ፡ ወዘቀተሎ፡ ለፈያታይ፡ እንዘ፡ ሀሎ፡ ንዉም፡ በውስተ፡ ማያ፡ ለእግዝእትነ,EMML,3872,
115,ወካዕበ፡ ኮነ፡ ብእሲ፡ ባዕል፡ በሀገረ፡ ቀጰዶቅያ፡ ወኮነ፡ ሎቱ፡ አሐዱ፡ ወልደ፡ አዚዝ፡ በኀቤሁ፡ እስመ፡ ብዙኅ፡ ያፈቅሮ,EMML,3872,
